"Yr","Player","PlayerID","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
2011,"Joe Johnson","johnsjo02","SG",29,"ATL",72,2554,16.4,0.517,0.258,0.209,2.8,10.9,6.9,24,1,0.2,10.3,26.3,2.5,1.8,4.2,0.08,1.2,-1.5,-0.3,1.1
2011,"Trey Johnson","johnstr01","SG",26,"TOT",8,94,8.3,0.455,0.091,0.303,2.5,6.5,4.4,17.4,0.5,0.8,11.8,20.2,0,0,0,-0.009,-4.1,-2.3,-6.4,-0.1
2011,"Wesley Johnson","johnswe01","SG",23,"MIN",79,2069,10.2,0.491,0.424,0.135,2.7,10.4,6.4,11,1.4,2,11.6,16.8,0.4,0.9,1.3,0.03,-1.3,-0.4,-1.7,0.2
2011,"Dahntay Jones","jonesda02","SG",30,"IND",45,589,13.7,0.558,0.182,0.421,0.8,11.4,6.1,9.5,1.7,0.9,10.9,21.4,0.6,0.6,1.2,0.102,-1.7,0.5,-1.2,0.1
2011,"Dominique Jones","jonesdo02","SG",22,"DAL",18,135,10.6,0.4,0.089,0.378,5.4,15.9,10.8,20.8,1.9,1.7,16,21.7,-0.2,0.2,0,0.007,-2.5,1.6,-0.9,0
2011,"James Jones","jonesja02","SF",30,"MIA",81,1549,11.1,0.629,0.829,0.208,1.9,9.9,6.1,4.1,1,1,5.3,12,3,1.7,4.7,0.145,0.7,0.3,1,1.2
2011,"Solomon Jones","jonesso01","C",26,"IND",39,528,8.5,0.469,0.008,0.512,9.5,14.2,11.9,8.5,1.2,3,19.1,15.4,-0.2,0.6,0.5,0.042,-5.3,0.8,-4.5,-0.3
2011,"DeAndre Jordan","jordade01","C",22,"LAC",80,2047,14.8,0.648,0.003,0.636,11.9,20.9,16.5,3.2,1,5.4,18.8,11.7,2.6,2.6,5.2,0.122,-1.7,1,-0.7,0.7
2011,"Chris Kaman","kamanch01","C",28,"LAC",32,838,15.7,0.495,0,0.152,7.2,24.1,15.7,10,1,4.5,12.6,24.4,-0.2,1.1,0.8,0.047,-1.7,0.3,-1.4,0.1
2011,"Jason Kapono","kaponja01","SF",29,"PHI",24,112,1.6,0.277,0.286,0.071,3.1,8.2,5.7,5,0.9,0.7,6.5,12.7,-0.3,0.1,-0.2,-0.07,-5.7,-1.7,-7.4,-0.2
2011,"Jason Kidd*","kiddja01","PG",37,"DAL",80,2653,14.4,0.5,0.656,0.129,1.6,13.4,7.7,35.4,2.7,0.8,22.1,14.3,2.5,3.9,6.4,0.116,0.9,2,2.8,3.3
2011,"Andrei Kirilenko","kirilan01","SF",29,"UTA",64,1999,16.6,0.567,0.181,0.498,6,13.8,9.9,14.9,2.1,3,15,17.8,2.9,1.7,4.5,0.109,1.7,0.5,2.2,2.1
2011,"Linas Kleiza","kleizli01","SF",26,"TOR",39,1032,10.1,0.502,0.323,0.16,4.1,16.5,10.2,6.2,1,0.5,13,21.7,-0.5,0.2,-0.3,-0.012,-2.4,-2.3,-4.7,-0.7
2011,"Kyle Korver","korveky01","SG",29,"CHI",82,1649,13,0.572,0.519,0.156,0.9,9.5,5.3,12.1,1.1,0.9,9.2,18.3,2.7,2.4,5.1,0.149,0.4,0.7,1.1,1.3
2011,"Kosta Koufos","koufoko01","C",21,"TOT",50,434,12.6,0.474,0.013,0.287,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,-0.2,0.4,0.2,0.027,-3.9,-1.6,-5.5,-0.4
2011,"Nenad Krstic","krstine01","C",27,"TOT",71,1571,13.1,0.557,0,0.323,9.9,15.4,12.7,2.8,0.9,1.2,9.8,16.9,2.3,1.7,4,0.122,-1.4,-1,-2.5,-0.2
2011,"Carl Landry","landrca01","PF",27,"TOT",76,2008,14.8,0.555,0.006,0.419,9.3,10.8,10,5.2,1,1.2,11.8,20.5,2.8,1.3,4.1,0.098,-0.5,-1.3,-1.9,0.1
2011,"Acie Law","lawac01","PG",26,"TOT",51,726,9.9,0.502,0.194,0.344,1.9,8.2,5,16.3,2.2,0,16.7,15.7,0.1,0.3,0.4,0.027,-3.5,-0.5,-4,-0.4
2011,"Gani Lawal","lawalga01","PF",22,"PHO",1,2,-9.1,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,-0.009,-16.9,1.9,-15,0
2011,"Ty Lawson","lawsoty01","PG",23,"DEN",80,2103,17.9,0.593,0.249,0.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,5.1,1.6,6.7,0.153,2.4,-0.3,2.1,2.2
2011,"Courtney Lee","leeco01","SG",25,"HOU",81,1723,12.6,0.534,0.302,0.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,1.6,1.1,2.7,0.076,-0.7,-0.5,-1.1,0.4
2011,"David Lee","leeda02","PF",27,"GSW",73,2634,17.8,0.549,0.003,0.273,9.1,21.9,15.4,14,1.4,0.9,13.4,21.2,4.1,2,6,0.11,0.5,-0.9,-0.4,1.1
2011,"Rashard Lewis","lewisra02","SF-PF",31,"TOT",57,1824,12,0.535,0.419,0.165,4.4,14,9.1,8.1,1.5,1.3,12.2,17.6,1.2,1.9,3,0.079,-0.7,0.3,-0.4,0.7
2011,"Jeremy Lin","linje01","PG",22,"GSW",29,285,14.8,0.458,0.069,0.347,4.7,8.9,6.8,20.4,5.9,2.4,17.8,15.6,0,0.4,0.5,0.078,-2.1,4.4,2.2,0.3
2011,"Shaun Livingston","livinsh01","PG",25,"CHA",73,1261,14.3,0.53,0.01,0.315,2.8,11.6,7.2,22.5,2,1.9,16.3,20.1,0.7,1.2,1.9,0.073,-1,1,0,0.7
2011,"Brook Lopez","lopezbr01","C",22,"NJN",82,2889,19.3,0.549,0.001,0.374,7.8,12.3,10,8.8,0.9,3.2,10.4,27.3,4.4,1.9,6.3,0.105,1.4,-0.9,0.6,1.9
2011,"Robin Lopez","lopezro01","C",22,"PHO",67,991,13.9,0.539,0,0.28,9.5,15.6,12.6,1.3,0.9,3.4,10.7,20.4,0.8,0.8,1.5,0.074,-3.1,-1,-4.1,-0.5
2011,"Kevin Love","loveke01","PF",22,"MIN",73,2611,24.3,0.593,0.206,0.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,8.9,2.5,11.4,0.21,5.7,-1.3,4.4,4.2
2011,"Kyle Lowry","lowryky01","PG",24,"HOU",75,2563,16.5,0.55,0.424,0.31,3.9,9.7,6.8,29.4,2,0.6,14.7,18.6,5.1,1.8,7,0.13,2,0,2,2.6
2011,"John Lucas III","lucasjo02","PG",28,"CHI",2,10,-0.1,0.258,0.333,0.667,0,0,0,15,0,0,0,17.8,0,0,0,-0.121,-6.3,-3.3,-9.6,0
2011,"Corey Maggette","maggeco01","SF",31,"MIL",67,1401,15.8,0.573,0.14,0.581,3.6,16.8,10,11.3,0.8,0.3,15.3,27.7,1.5,1.9,3.4,0.115,-0.6,-0.2,-0.8,0.5
2011,"Jamaal Magloire","magloja01","C",32,"MIA",18,158,12.7,0.585,0,0.818,13.6,31.2,22.9,2.8,1.3,1,14.3,10.3,0.3,0.3,0.6,0.172,-1.5,0.9,-0.6,0.1
2011,"Ian Mahinmi","mahinia01","C",24,"DAL",56,488,13.7,0.645,0.02,0.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,1,0.8,1.8,0.177,-3.3,1.1,-2.1,0
2011,"Shawn Marion","mariosh01","SF",32,"DAL",80,2253,17,0.551,0.04,0.197,9.1,19.2,14.3,8.3,1.6,1.7,12.5,21.5,2.3,3.4,5.6,0.12,-0.1,0.4,0.3,1.3
2011,"Sean Marks","marksse01","C",35,"POR",29,208,4.9,0.473,0.045,0.182,9,14.8,11.8,2.9,0.8,2,18.8,13.1,-0.1,0.2,0.1,0.019,-7.3,-0.8,-8.1,-0.3
2011,"Cartier Martin","martica01","SF",26,"WAS",52,542,11.7,0.524,0.544,0.22,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,0.5,0.3,0.8,0.071,0.2,-0.8,-0.6,0.2
2011,"Kenyon Martin","martike01","PF",33,"DEN",48,1233,14.1,0.526,0.025,0.199,6.5,20.9,13.9,13.6,1.8,2.2,13,16.4,1,1.6,2.7,0.104,-0.8,1.7,0.9,0.9
2011,"Kevin Martin","martike02","SG",27,"HOU",80,2603,21.4,0.601,0.362,0.528,1.2,10,5.6,13,1.6,0.4,10.5,29.6,8,1.5,9.5,0.175,4.3,-1,3.4,3.5
2011,"Roger Mason","masonro01","SG",30,"NYK",26,319,7.1,0.461,0.571,0.13,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,0.1,0.1,0.2,0.029,-2.4,-1.2,-3.6,-0.1
2011,"Wesley Matthews","matthwe02","SG",24,"POR",82,2758,15.5,0.582,0.386,0.322,2,9.7,5.7,10.2,2,0.3,11,21.3,5,2.3,7.2,0.126,1,-0.1,0.9,2
2011,"Jason Maxiell","maxieja01","PF",27,"DET",57,930,9.4,0.51,0,0.524,8.3,14.7,11.4,2.7,1.4,1.8,15.9,13.9,0,0.4,0.5,0.024,-3.3,-1.1,-4.4,-0.6
2011,"Eric Maynor","maynoer01","PG",23,"OKC",82,1200,11.7,0.485,0.288,0.177,2.5,9.1,5.9,30.3,1.5,0.4,17.7,16.5,0.7,0.8,1.5,0.061,-0.8,-1.1,-1.8,0.1
2011,"O.J. Mayo","mayooj01","SG",23,"MEM",71,1869,12.6,0.499,0.353,0.175,2.2,8.7,5.4,12.1,2,1.1,11,21.8,0.5,1.9,2.4,0.062,-0.4,-0.1,-0.6,0.7
2011,"Luc Mbah a Moute","mbahalu01","PF",24,"MIL",79,2093,11.5,0.518,0.016,0.439,9.2,14.3,11.7,5.3,1.8,1.1,13.1,13.1,1.5,3.3,4.8,0.109,-2.3,1.1,-1.3,0.4
2011,"Antonio McDyess","mcdyean01","PF",36,"SAS",73,1387,12.8,0.516,0.003,0.224,10.5,22.3,16.5,9,1.3,2,16,14.9,1,2.1,3,0.105,-1.8,1.1,-0.7,0.4
2011,"JaVale McGee","mcgeeja01","C",23,"WAS",79,2193,17.4,0.566,0.005,0.381,11.2,22.2,16.5,2.8,1,6.7,12.6,16.3,2.7,2.5,5.3,0.115,-0.7,0.4,-0.4,0.9
2011,"Tracy McGrady*","mcgratr01","SG",31,"DET",72,1686,14.9,0.503,0.171,0.251,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,1,1.1,2.1,0.061,0.1,0.5,0.6,1.1
2011,"Dominic McGuire","mcguido01","SF",25,"CHA",52,760,10.4,0.437,0.011,0.214,10,21.8,15.9,9,0.7,3.5,11.2,13.8,0.1,0.9,0.9,0.059,-3.3,0.3,-2.9,-0.2
2011,"Josh McRoberts","mcrobjo01","PF",23,"IND",72,1597,16,0.608,0.155,0.308,7.6,18.8,13.3,15,1.5,2.6,17.5,14.7,2.6,2.2,4.9,0.147,0.6,1.7,2.3,1.7
2011,"Jodie Meeks","meeksjo01","SG",23,"PHI",74,2062,12.6,0.6,0.611,0.298,1.2,8.4,4.8,5.7,1.6,0.1,8.5,15.7,3.2,1.9,5.1,0.12,0.1,0.1,0.2,1.1
2011,"Pops Mensah-Bonsu","mensapo01","PF",27,"NOH",7,35,-0.1,0.333,0,0,10.4,28,19.1,8,0,0,40,6.8,0,0,0,0.013,-9.1,0.7,-8.4,-0.1
2011,"C.J. Miles","milescj01","SF",23,"UTA",78,1969,14.4,0.507,0.377,0.218,3.3,12.4,7.8,11.7,2,1.6,8.6,25.1,1.2,1.3,2.5,0.061,-0.1,-0.9,-1,0.5
2011,"Darko Milicic","milicda01","C",25,"MIN",69,1686,12.2,0.482,0,0.199,8.5,15.4,11.8,9.9,1.6,6.3,19.4,19.7,-1.5,1.7,0.2,0.007,-3.9,1.3,-2.7,-0.3
2011,"Andre Miller","millean02","PG",34,"POR",81,2650,17.8,0.529,0.044,0.346,4.3,9.9,7,35.7,2.3,0.4,16.8,20.6,4.6,2.4,7,0.127,1.5,0.1,1.6,2.4
2011,"Brad Miller","millebr01","C",34,"HOU",60,1015,16.3,0.566,0.361,0.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17,2,1,3,0.142,1.7,1.1,2.8,1.2
2011,"Mike Miller","millemi01","SG",30,"MIA",41,838,9.7,0.525,0.584,0.168,5.7,19.5,13,9.1,1.3,0.2,15.9,14.4,0.4,1.2,1.6,0.09,-1.5,0.1,-1.4,0.1
2011,"Patty Mills","millspa02","PG",22,"POR",64,783,13,0.506,0.405,0.143,2.8,5.2,4,24.3,1.9,0.1,15.1,24.5,0.2,0.5,0.7,0.044,-0.1,-1.4,-1.5,0.1
2011,"Paul Millsap","millspa01","PF",25,"UTA",76,2605,19.8,0.578,0.023,0.342,7.5,19.4,13.4,12.6,2.1,2.2,11.3,22.6,5.2,2.5,7.7,0.143,1.6,0.3,1.9,2.5
2011,"Yao Ming*","mingya01","C",30,"HOU",5,91,19.8,0.579,0,0.432,8.7,24.9,16.8,7.3,0,6.1,13.7,24.8,0.2,0.1,0.3,0.147,0.1,1.1,1.2,0.1
2011,"Nazr Mohammed","mohamna01","C",33,"TOT",75,1280,15.9,0.538,0.002,0.25,13.2,21.2,17.2,3.3,1.2,3.5,12.3,20.6,1,1.6,2.7,0.1,-2,-0.8,-2.8,-0.3
2011,"Greg Monroe","monrogr01","C",20,"DET",80,2222,18,0.575,0.002,0.424,13,20.4,16.5,7.5,2.3,1.6,11,15.4,4.7,1.9,6.6,0.143,0.9,-0.5,0.4,1.4
2011,"Jamario Moon","moonja01","SF",30,"TOT",59,1042,10.1,0.499,0.496,0.069,2.5,16,9.1,7.8,1.4,2.4,7.9,12,0.4,0.7,1.1,0.05,-1.5,0.5,-1.1,0.2
2011,"Anthony Morrow","morroan01","SG",25,"NJN",58,1856,12.1,0.573,0.419,0.173,2.3,8.8,5.5,6.3,0.5,0.3,7.5,18,2.6,0.4,3,0.078,0.3,-1.3,-1,0.5
2011,"Timofey Mozgov","mozgoti01","C",24,"TOT",45,524,10.8,0.523,0,0.391,10,16.4,13.2,4.2,1.4,3.5,18.3,16.2,0.1,0.5,0.6,0.053,-4.3,-0.4,-4.7,-0.3
2011,"Byron Mullens","mulleby01","PF",21,"OKC",13,85,3.5,0.366,0,0.5,8.6,24,16.5,0,1.2,2.6,19,22.5,-0.3,0.1,-0.2,-0.113,-9.2,-2.5,-11.7,-0.2
2011,"Troy Murphy","murphtr01","PF",30,"TOT",35,466,8,0.428,0.289,0.263,5.8,23.4,14.5,7.6,1.7,0.5,13.6,14.8,-0.4,0.7,0.3,0.029,-3.9,0.8,-3.1,-0.1
2011,"Hamady N'Diaye","ndiayha01","C",24,"WAS",16,80,5.3,0.681,0,2.4,2.8,7.4,5,0,1.3,4.8,22.6,7.3,0,0,0.1,0.046,-6.9,0.6,-6.3,-0.1
2011,"Eduardo Nájera","najered01","PF",34,"CHA",31,372,5.5,0.449,0.472,0.153,4.5,9.8,7.2,8.2,1.6,1.3,14.5,11.3,-0.1,0.3,0.2,0.02,-4.5,0.9,-3.6,-0.2
2011,"Steve Nash*","nashst01","PG",36,"PHO",75,2497,20.8,0.601,0.253,0.307,1.8,10.2,6,53.1,1,0.1,22.4,21.4,7.3,0.7,7.9,0.153,4.7,-1.5,3.2,3.3
2011,"Gary Neal","nealga01","SG",26,"SAS",80,1685,13.1,0.578,0.487,0.165,1.5,11.8,6.8,9.1,0.8,0.2,10.3,20.6,2.1,1.4,3.5,0.099,0.5,-0.8,-0.3,0.7
2011,"Jameer Nelson","nelsoja01","PG",28,"ORL",76,2319,15.4,0.548,0.354,0.193,1.9,9.3,5.7,33.7,1.7,0.1,17.6,22,3.4,3.2,6.6,0.136,1,0.1,1.1,1.8
2011,"Joakim Noah","noahjo01","C",25,"CHI",48,1576,18.8,0.579,0.002,0.468,13.9,22.8,18.5,10.7,1.6,3.5,15.7,16.8,3.1,3.6,6.7,0.205,0.8,2.1,2.9,1.9
2011,"Andrés Nocioni","nocioan01","SF",31,"PHI",54,931,10.1,0.538,0.426,0.22,2.4,18.6,10.5,7.4,0.8,1.2,13.4,17.4,0.2,1.1,1.3,0.067,-2.2,-0.3,-2.5,-0.1
2011,"Steve Novak","novakst01","SF",27,"TOT",30,215,17.8,0.737,0.687,0.119,2.2,12.6,7.6,2.2,0.2,1.7,5.4,16,0.7,0.2,0.9,0.196,5.1,-0.4,4.8,0.4
2011,"Dirk Nowitzki","nowitdi01","PF",32,"DAL",73,2504,23.4,0.612,0.142,0.376,2.4,20.8,12,14.2,0.8,1.4,9.1,28.2,7.8,3.3,11.1,0.213,4.3,0.8,5.1,4.5
2011,"Jermaine O'Neal","onealje01","C",32,"BOS",24,431,9.2,0.504,0.009,0.394,7.6,17,12.6,4.3,0.2,5.4,17.4,17.2,-0.2,0.8,0.6,0.065,-5.4,1.3,-4.2,-0.2
2011,"Shaquille O'Neal*","onealsh01","C",38,"BOS",37,752,17.4,0.659,0,0.652,8.3,20.1,14.6,5.9,1.1,4.4,17.8,20.1,1.1,1.6,2.7,0.174,-1.7,2,0.3,0.4
2011,"Fabricio Oberto","obertfa01","C",35,"POR",5,45,0.8,0.595,0,0.4,7.8,11.4,9.5,0,0,0,33.8,9.2,0,0,0,-0.012,-8.7,-1.6,-10.3,-0.1
2011,"Lamar Odom","odomla01","PF",31,"LAL",82,2639,19.4,0.589,0.199,0.275,7.8,22.2,15.2,15.5,0.9,1.8,12.2,19.7,6.1,4,10.1,0.184,2.8,0.8,3.5,3.7
2011,"Emeka Okafor","okafoem01","C",28,"NOH",72,2287,16,0.584,0.002,0.492,12.2,24.3,18.2,3,0.9,4.6,15.7,15.8,2.7,3.8,6.5,0.136,-0.9,0.5,-0.4,0.9
2011,"Mehmet Okur","okurme01","C",31,"UTA",13,168,12.6,0.452,0.258,0.323,6.4,15.2,10.8,17.7,1.3,1.9,9,21.2,0.1,0.1,0.2,0.048,-1.3,-1.5,-2.8,0
2011,"Travis Outlaw","outlatr01","SF",26,"NJN",82,2358,8.8,0.469,0.345,0.234,2.6,14,8.1,5.8,0.8,1.2,8.1,17.3,-0.4,1.2,0.8,0.016,-2.4,-1.1,-3.5,-0.9
2011,"Larry Owens","owensla01","SF",28,"TOT",12,143,11.2,0.556,0.406,0.281,0.8,11.4,6,8.4,3.2,2.7,12.2,12.7,0.1,0.2,0.2,0.083,-1.8,2.4,0.6,0.1
2011,"Zaza Pachulia","pachuza01","C",26,"ATL",79,1244,12.4,0.562,0,0.772,11.6,20.6,16.1,7,1.5,1.3,18.2,14.5,1.5,1.6,3.1,0.118,-2.8,0.1,-2.8,-0.2
2011,"Anthony Parker","parkean01","SF",35,"CLE",72,2091,10.5,0.505,0.411,0.172,1.8,10.5,6,16.7,1.7,0.4,11.9,14.6,0.9,0.6,1.5,0.034,-1.7,-0.3,-2,0
2011,"Tony Parker","parketo01","PG",28,"SAS",78,2528,20.4,0.569,0.065,0.283,1.4,9.3,5.5,35.2,1.9,0.1,14.3,25.5,5.8,2.4,8.2,0.156,2.3,-0.4,1.8,2.4
2011,"Patrick Patterson","pattepa01","PF",21,"HOU",52,868,16.7,0.574,0.007,0.157,11.2,14.9,13.1,7.6,1,3,9.8,16.1,1.7,0.7,2.4,0.134,0.4,-0.1,0.3,0.5
2011,"Chris Paul","paulch01","PG",25,"NOH",80,2880,23.7,0.578,0.197,0.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,9.5,4.4,13.9,0.232,4.4,2.8,7.1,6.7
2011,"Sasha Pavlovic","pavloal01","SF-SG",27,"TOT",31,362,6,0.497,0.431,0.139,0.4,9.9,5.3,6.4,1.5,1.6,13.6,11.6,-0.2,0.5,0.3,0.042,-4.2,1.2,-3,-0.1
2011,"Nikola Pekovic","pekovni01","C",25,"MIN",65,887,11.2,0.573,0,0.433,11,13.2,12.1,4.8,1,3,22.5,19.4,0.2,0.5,0.6,0.035,-4.8,-0.9,-5.7,-0.8
2011,"Kendrick Perkins","perkike01","C",26,"TOT",29,742,9.6,0.538,0,0.554,10.4,26.2,18.7,5.2,0.6,2.6,25.7,13.7,-0.2,1.2,1,0.063,-3.6,0.6,-3,-0.2
2011,"Morris Peterson","petermo01","SG",33,"OKC",4,23,1.7,0.4,0.2,0,0,14.8,7.6,6.4,0,0,0,9.9,0,0,0,0.015,-8.7,-1,-9.8,0
2011,"Johan Petro","petrojo01","C",25,"NJN",77,893,9.9,0.452,0.014,0.097,8,20.4,14,8.4,2,2.9,13.2,18.1,-0.7,1.1,0.4,0.024,-5.5,0.9,-4.7,-0.6
2011,"Paul Pierce*","piercpa01","SF",33,"BOS",80,2774,19.7,0.62,0.291,0.44,1.6,16.6,9.5,16.1,1.5,1.4,12.3,24,6.5,5.1,11.6,0.201,3,1.6,4.6,4.6
2011,"Mickaël Piétrus","pietrmi01","SG-SF",28,"TOT",57,1107,9.8,0.526,0.647,0.156,1.6,11.5,6.6,4.6,1.3,1.4,9.1,17.6,0.3,1,1.3,0.055,-1.2,0.2,-1,0.3
2011,"Dexter Pittman","pittmde01","C",22,"MIA",2,11,-6.4,0.333,0,0,11.5,20.4,16.2,0,0,0,40,21.3,-0.1,0,-0.1,-0.246,-15.1,-2.8,-17.9,0
2011,"Quincy Pondexter","pondequ01","SF",22,"NOH",66,734,8.5,0.482,0.278,0.189,3.8,10.8,7.3,5.9,1.3,1.1,7.6,13.7,0.2,0.7,0.9,0.06,-2.4,0.1,-2.3,-0.1
2011,"James Posey","poseyja01","SF",34,"IND",49,839,7.5,0.485,0.88,0.062,1.3,18,9.7,6.1,1.4,0.5,8.8,14.3,0,1,1,0.056,-2.6,0.5,-2.1,0
2011,"Leon Powe","powele01","C-PF",27,"TOT",30,328,15,0.524,0.017,0.605,8.3,14.2,11.2,3.6,1.6,0.9,7.4,22.4,0.4,0.2,0.6,0.09,-1.7,-1.7,-3.4,-0.1
2011,"Josh Powell","poweljo01","PF",28,"ATL",54,653,8,0.492,0.005,0.216,9.1,15.8,12.5,5.5,0.4,0.6,18.9,20.4,-0.7,0.5,-0.2,-0.012,-5,-2.3,-7.3,-0.9
2011,"A.J. Price","priceaj01","PG",24,"IND",50,795,10.7,0.454,0.466,0.253,2.3,7.8,5,22.7,1.8,0.1,13,22.7,-0.4,0.7,0.3,0.02,-1.9,-1.1,-2.9,-0.2
2011,"Ronnie Price","pricero01","SG",27,"UTA",59,717,5.5,0.434,0.329,0.186,3.7,6.6,5.1,11.7,3.1,0.6,19.5,18,-1.2,0.5,-0.7,-0.048,-6.2,-0.1,-6.3,-0.8
2011,"Tayshaun Prince","princta01","SF",30,"DET",78,2562,15.1,0.511,0.098,0.168,3.6,12.6,7.9,14.4,0.6,1.3,7.1,21,2.9,0.4,3.3,0.062,1,-1.8,-0.8,0.7
2011,"Joel Przybilla","przybjo01","C",31,"TOT",36,519,6.2,0.573,0,0.614,8.4,26.4,17.1,3.6,0.5,2.4,34.2,7.7,-0.1,0.6,0.5,0.046,-5.4,0.6,-4.8,-0.4
2011,"Chris Quinn","quinnch01","PG",27,"SAS",41,292,7.5,0.428,0.407,0.088,1.2,8.5,5,21.1,0.9,0.2,11.3,16.8,-0.1,0.2,0.1,0.024,-3.4,-0.9,-4.3,-0.2
2011,"Vladimir Radmanovic","radmavl01","PF",30,"GSW",74,1169,12.6,0.562,0.544,0.107,6.1,14.7,10.3,9.6,1.9,2.9,14.6,14.7,1.2,0.9,2.1,0.086,-0.5,0.4,-0.1,0.6
2011,"Anthony Randolph","randoan01","C-PF",21,"TOT",40,590,16.2,0.505,0.015,0.326,8,22.7,15.2,9.8,1.9,3.1,14.9,25.8,-0.2,0.6,0.5,0.038,-1.8,-0.4,-2.2,0
2011,"Zach Randolph","randoza01","PF",29,"MEM",75,2724,22.6,0.552,0.036,0.333,14.2,26,20.1,10.2,1.2,0.7,10,25,6.8,3.7,10.5,0.185,3.8,-1.2,2.6,3.2
2011,"Theo Ratliff","ratlith01","C",37,"LAL",10,71,4.4,0.145,0,0.333,9.9,10.8,10.4,5.5,1.5,5.4,30.4,6.3,-0.1,0.1,0,0,-4.9,1.4,-3.5,0
2011,"Andy Rautins","rautian01","SG",24,"NYK",5,24,-1.2,0.508,0.571,0.286,0,4.8,2.4,18.7,2.1,0,47,27.5,-0.2,0,-0.2,-0.314,-8,-5.2,-13.2,-0.1
2011,"Michael Redd","reddmi01","SG",31,"MIL",10,134,9.7,0.47,0.378,0.089,0,7.1,3.5,15.6,0.8,0.6,7.9,17.7,0,0.1,0.1,0.048,-2.6,-1.4,-4,-0.1
2011,"J.J. Redick","redicjj01","SG",26,"ORL",59,1513,12.8,0.589,0.49,0.286,0.5,8.1,4.4,11,1,0.2,9.5,17,2.7,1.8,4.5,0.142,0.4,0.7,1.1,1.2
2011,"Jason Richardson","richaja01","SG",30,"TOT",80,2715,15,0.555,0.454,0.151,2.9,11.1,7.1,9.2,1.8,0.4,7.8,20.6,3.6,3.3,6.9,0.123,1.2,0.5,1.7,2.5
2011,"Quentin Richardson","richaqu01","SF",30,"ORL",57,955,8.1,0.454,0.573,0.173,4.9,16.6,10.9,6.1,1.4,0.4,10.7,14.9,-0.2,1.5,1.3,0.067,-2.4,0.9,-1.5,0.1
2011,"Luke Ridnour","ridnolu01","PG",29,"MIN",71,2159,15,0.567,0.27,0.201,1.9,8.6,5.1,28.1,2.1,0.4,17.6,17.8,3.2,0.8,4,0.089,0.7,-0.7,0,1.1
2011,"Nate Robinson","robinna01","PG",26,"TOT",59,1013,10,0.507,0.532,0.117,1.9,8.6,5.5,17.8,1.5,0.3,14.7,21.9,-0.4,1.5,1.1,0.051,-2.5,-0.1,-2.6,-0.2
2011,"Rajon Rondo","rondora01","PG",24,"BOS",68,2527,17.1,0.495,0.064,0.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,1.8,4.8,6.6,0.126,1.6,1.4,3.1,3.2
2011,"Derrick Rose","rosede01","PG",22,"CHI",81,3026,23.5,0.55,0.241,0.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,13.1,0.208,6.3,0.5,6.8,6.7
2011,"Quinton Ross","rossqu01","SF",29,"NJN",36,353,3.7,0.437,0.051,0.237,3.3,6.9,5,4.3,0.5,1.3,9.7,9.5,-0.1,0.1,0,-0.007,-5.3,-0.8,-6.2,-0.4
2011,"Brandon Roy","roybr01","SG",26,"POR",47,1310,13.9,0.491,0.218,0.264,2.5,9.1,5.6,16.8,1.5,0.8,8.6,22.8,1.2,0.9,2.1,0.077,0.2,-0.4,-0.2,0.6
2011,"Brandon Rush","rushbr01","SG",25,"IND",67,1754,10.6,0.54,0.433,0.206,2.1,11.6,6.9,5.6,1.2,1.5,10.9,15.9,0.9,1.7,2.6,0.07,-0.9,0,-0.8,0.5
2011,"John Salmons","salmojo01","SG",31,"MIL",73,2554,12.8,0.51,0.244,0.267,1.2,11.2,6.1,17.5,1.5,0.9,12,20.9,0.9,3.4,4.3,0.081,-0.9,0.7,-0.3,1.1
2011,"Samardo Samuels","samuesa01","PF",22,"CLE",37,701,11.7,0.498,0.012,0.456,12,14,13,4.2,1.1,2,15.5,22.1,-0.3,0.3,0,0.002,-3.6,-2.2,-5.8,-0.7
2011,"Larry Sanders","sandela01","C",22,"MIL",60,872,11,0.448,0,0.187,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,-0.7,1.8,1,0.057,-5.2,1.7,-3.5,-0.3
2011,"Brian Scalabrine","scalabr01","PF",32,"CHI",18,88,6.5,0.526,0.263,0,1.4,9.1,5.3,10.4,1.8,3.5,20.8,12.5,0,0.2,0.1,0.071,-6.5,2.7,-3.8,0
